nohup: ignoring input
=== Titanium Ultra Enterprise System ===
[SocialMedia] Nincs token, layer passzív.
[Subscription_10] Feature_2 -> Value: 41.11
[Subscription_5] Feature_1 -> Value: 20.94
[Subscription_18] Feature_4 -> Value: 31.19
[Subscription_14] Feature_2 -> Value: 7.41
[Subscription_2] Feature_4 -> Value: 78.58
[Subscription_20] Feature_4 -> Value: 52.9
[Subscription_11] Feature_5 -> Value: 66.99
[Subscription_12] Feature_5 -> Value: 18.46
[Subscription_9] Feature_2 -> Value: 47.93
[Subscription_13] Feature_2 -> Value: 25.71
[Subscription_1] Feature_2 -> Value: 90.75
[Subscription_8] Feature_4 -> Value: 97.46
[Subscription_3] Feature_3 -> Value: 84.58
[Subscription_6] Feature_1 -> Value: 28.58
[Subscription_15] Feature_2 -> Value: 91.8
[Subscription_7] Feature_1 -> Value: 35.71
[Subscription_17] Feature_4 -> Value: 48.37
[Subscription_5] Feature_2 -> Value: 81.68
[Subscription_4] Feature_2 -> Value: 80.34
[Subscription_14] Feature_3 -> Value: 62.74
[Subscription_2] Feature_5 -> Value: 91.53
[Subscription_11] Feature_1 -> Value: 61.06
[Subscription_13] Feature_3 -> Value: 81.76
[Subscription_19] Feature_5 -> Value: 56.11
[Subscription_1] Feature_3 -> Value: 27.42
[Subscription_16] Feature_3 -> Value: 30.68
[Subscription_15] Feature_3 -> Value: 14.43
[Subscription_12] Feature_1 -> Value: 18.44
[Subscription_7] Feature_2 -> Value: 53.22
[Subscription_10] Feature_3 -> Value: 19.68
[Subscription_18] Feature_5 -> Value: 87.76
[Subscription_3] Feature_4 -> Value: 81.56
[Subscription_5] Feature_3 -> Value: 83.21
[Subscription_4] Feature_3 -> Value: 83.18
[Subscription_14] Feature_4 -> Value: 94.64
[Subscription_6] Feature_2 -> Value: 39.18
[Subscription_2] Feature_1 -> Value: 59.81
[Subscription_20] Feature_5 -> Value: 33.86
[Subscription_11] Feature_2 -> Value: 32.74
[Subscription_9] Feature_3 -> Value: 26.11
[Subscription_8] Feature_5 -> Value: 92.34
[Subscription_16] Feature_4 -> Value: 5.37
[Subscription_17] Feature_5 -> Value: 62.55
[Subscription_1] Feature_4 -> Value: 72.32
[Subscription_18] Feature_1 -> Value: 44.57
[Subscription_5] Feature_4 -> Value: 20.01
[Subscription_3] Feature_5 -> Value: 72.25
[Subscription_20] Feature_1 -> Value: 59.81
[Subscription_11] Feature_3 -> Value: 26.62
[Subscription_12] Feature_2 -> Value: 14.11
[Subscription_7] Feature_3 -> Value: 29.49
[Subscription_13] Feature_4 -> Value: 82.46
[Subscription_19] Feature_1 -> Value: 34.64
[Subscription_10] Feature_4 -> Value: 36.92
[Subscription_8] Feature_1 -> Value: 52.24
[Subscription_4] Feature_4 -> Value: 45.49
[Subscription_14] Feature_5 -> Value: 0.41
[Subscription_16] Feature_5 -> Value: 81.0
[Subscription_2] Feature_2 -> Value: 51.31
[Subscription_15] Feature_4 -> Value: 33.51
[Subscription_9] Feature_4 -> Value: 16.64
[Subscription_17] Feature_1 -> Value: 67.84
[Subscription_6] Feature_3 -> Value: 70.54
[Subscription_7] Feature_4 -> Value: 49.52
[Subscription_1] Feature_5 -> Value: 34.11
[Subscription_10] Feature_5 -> Value: 40.96
[Subscription_8] Feature_2 -> Value: 35.17
[Subscription_18] Feature_2 -> Value: 83.32
[Subscription_5] Feature_5 -> Value: 58.5
[Subscription_3] Feature_1 -> Value: 0.08
[Subscription_4] Feature_5 -> Value: 55.33
[Subscription_2] Feature_3 -> Value: 75.44
[Subscription_12] Feature_3 -> Value: 17.99
[Subscription_17] Feature_2 -> Value: 57.52
[Subscription_19] Feature_2 -> Value: 71.04
[Subscription_6] Feature_4 -> Value: 44.17
[Subscription_20] Feature_2 -> Value: 53.75
[Subscription_11] Feature_4 -> Value: 81.5
[Subscription_7] Feature_5 -> Value: 81.92
[Subscription_9] Feature_5 -> Value: 33.01
[Subscription_13] Feature_5 -> Value: 92.89
[Subscription_5] Feature_1 -> Value: 45.42
[Subscription_14] Feature_1 -> Value: 39.1
[Subscription_16] Feature_1 -> Value: 1.99
[Subscription_15] Feature_5 -> Value: 59.66
[Subscription_12] Feature_4 -> Value: 3.79
[Subscription_17] Feature_3 -> Value: 28.27
[Subscription_19] Feature_3 -> Value: 76.07
[Subscription_18] Feature_3 -> Value: 54.86
[Subscription_2] Feature_4 -> Value: 93.29
[Subscription_11] Feature_5 -> Value: 16.1
[Subscription_1] Feature_1 -> Value: 67.22
[Subscription_10] Feature_1 -> Value: 33.42
[Subscription_8] Feature_3 -> Value: 72.89
[Subscription_3] Feature_2 -> Value: 42.15
[Subscription_4] Feature_1 -> Value: 91.29
[Subscription_14] Feature_2 -> Value: 62.45
[Subscription_20] Feature_3 -> Value: 90.4
[Subscription_9] Feature_1 -> Value: 86.37
[Subscription_5] Feature_2 -> Value: 68.65
[Subscription_16] Feature_2 -> Value: 13.44
[Subscription_6] Feature_5 -> Value: 41.27
[Subscription_15] Feature_1 -> Value: 9.33
[Subscription_12] Feature_5 -> Value: 84.02
[Subscription_7] Feature_1 -> Value: 47.49
[Subscription_13] Feature_1 -> Value: 6.89
[Subscription_17] Feature_4 -> Value: 71.23
[Subscription_19] Feature_4 -> Value: 64.45
[Subscription_10] Feature_2 -> Value: 78.1
[Subscription_4] Feature_2 -> Value: 47.08
[Subscription_11] Feature_1 -> Value: 38.49
[Subscription_9] Feature_2 -> Value: 91.17
[Subscription_18] Feature_4 -> Value: 33.46
[Subscription_3] Feature_3 -> Value: 28.5
[Subscription_2] Feature_5 -> Value: 73.6
[Subscription_1] Feature_2 -> Value: 70.1
[Subscription_8] Feature_4 -> Value: 64.54
[Subscription_4] Feature_3 -> Value: 89.13
[Subscription_14] Feature_3 -> Value: 90.22
[Subscription_16] Feature_3 -> Value: 11.18
[Subscription_6] Feature_1 -> Value: 64.77
[Subscription_15] Feature_2 -> Value: 7.76
[Subscription_20] Feature_4 -> Value: 29.48
[Subscription_7] Feature_2 -> Value: 47.26
[Subscription_17] Feature_5 -> Value: 2.28
[Subscription_5] Feature_3 -> Value: 10.69
[Subscription_3] Feature_4 -> Value: 7.05
[Subscription_2] Feature_1 -> Value: 72.55
[Subscription_11] Feature_2 -> Value: 3.0
[Subscription_12] Feature_1 -> Value: 11.65
[Subscription_13] Feature_2 -> Value: 52.88
[Subscription_9] Feature_3 -> Value: 86.39
[Subscription_19] Feature_5 -> Value: 43.5
[Subscription_10] Feature_3 -> Value: 74.35
[Subscription_8] Feature_5 -> Value: 7.28
[Subscription_18] Feature_5 -> Value: 17.06
[Subscription_7] Feature_3 -> Value: 40.68
[Subscription_4] Feature_4 -> Value: 53.81
[Subscription_14] Feature_4 -> Value: 76.99
[Subscription_6] Feature_2 -> Value: 21.88
[Subscription_15] Feature_3 -> Value: 3.11
[Subscription_20] Feature_5 -> Value: 22.82
[Subscription_12] Feature_2 -> Value: 13.92
[Subscription_1] Feature_3 -> Value: 44.99
[Subscription_10] Feature_4 -> Value: 44.33
[Subscription_18] Feature_1 -> Value: 27.54
[Subscription_5] Feature_4 -> Value: 33.49
[Subscription_3] Feature_5 -> Value: 17.99
[Subscription_16] Feature_4 -> Value: 68.41
[Subscription_2] Feature_2 -> Value: 64.78
[Subscription_11] Feature_3 -> Value: 47.9
[Subscription_17] Feature_1 -> Value: 39.01
[Subscription_15] Feature_4 -> Value: 85.06
[Subscription_13] Feature_3 -> Value: 20.3
[Subscription_9] Feature_4 -> Value: 6.85
[Subscription_19] Feature_1 -> Value: 57.5
[Subscription_8] Feature_1 -> Value: 44.46
[Subscription_3] Feature_1 -> Value: 7.92
[Subscription_6] Feature_3 -> Value: 55.53
[Subscription_2] Feature_3 -> Value: 69.29
[Subscription_11] Feature_4 -> Value: 45.76
[Subscription_12] Feature_3 -> Value: 69.3
[Subscription_7] Feature_4 -> Value: 45.28
[Subscription_1] Feature_4 -> Value: 98.26
[Subscription_10] Feature_5 -> Value: 60.73
[Subscription_4] Feature_5 -> Value: 17.51
[Subscription_14] Feature_5 -> Value: 26.07
[Subscription_20] Feature_1 -> Value: 9.01
[Subscription_15] Feature_5 -> Value: 82.52
[Subscription_8] Feature_2 -> Value: 95.23
[Subscription_18] Feature_2 -> Value: 4.23
[Subscription_5] Feature_5 -> Value: 60.3
[Subscription_16] Feature_5 -> Value: 75.35
[Subscription_6] Feature_4 -> Value: 4.43
[Subscription_7] Feature_5 -> Value: 85.33
[Subscription_9] Feature_5 -> Value: 52.17
[Subscription_17] Feature_2 -> Value: 85.31
[Subscription_19] Feature_2 -> Value: 44.54
[Subscription_3] Feature_2 -> Value: 43.02
[Subscription_2] Feature_4 -> Value: 44.11
[Subscription_15] Feature_1 -> Value: 78.67
[Subscription_13] Feature_4 -> Value: 66.2
[Subscription_1] Feature_5 -> Value: 80.23
[Subscription_4] Feature_1 -> Value: 9.14
[Subscription_16] Feature_1 -> Value: 12.62
[Subscription_11] Feature_5 -> Value: 20.4
[Subscription_12] Feature_4 -> Value: 27.21
[Subscription_7] Feature_1 -> Value: 5.42
[Subscription_10] Feature_1 -> Value: 14.26
[Subscription_18] Feature_3 -> Value: 59.53
[Subscription_5] Feature_1 -> Value: 65.34
[Subscription_3] Feature_3 -> Value: 20.07
[Subscription_14] Feature_1 -> Value: 42.36
[Subscription_6] Feature_5 -> Value: 50.15
[Subscription_20] Feature_2 -> Value: 72.48
[Subscription_1] Feature_1 -> Value: 68.44
[Subscription_8] Feature_3 -> Value: 1.88
[Subscription_15] Feature_2 -> Value: 95.71
[Subscription_13] Feature_5 -> Value: 89.87
[Subscription_9] Feature_1 -> Value: 87.94
[Subscription_17] Feature_3 -> Value: 19.89
[Subscription_19] Feature_3 -> Value: 22.54
[Subscription_10] Feature_2 -> Value: 25.06
[Subscription_18] Feature_4 -> Value: 49.43
[Subscription_4] Feature_2 -> Value: 36.66
[Subscription_2] Feature_5 -> Value: 86.2
[Subscription_11] Feature_1 -> Value: 0.21
[Subscription_12] Feature_5 -> Value: 18.29
[Subscription_7] Feature_2 -> Value: 14.94
[Subscription_14] Feature_2 -> Value: 56.0
[Subscription_16] Feature_2 -> Value: 14.83
[Subscription_20] Feature_3 -> Value: 80.63
[Subscription_9] Feature_2 -> Value: 86.37
[Subscription_1] Feature_2 -> Value: 86.3
[Subscription_10] Feature_3 -> Value: 68.01
[Subscription_5] Feature_2 -> Value: 69.46
[Subscription_3] Feature_4 -> Value: 91.54
[Subscription_4] Feature_3 -> Value: 91.57
[Subscription_6] Feature_1 -> Value: 88.83
[Subscription_15] Feature_3 -> Value: 96.68
[Subscription_11] Feature_2 -> Value: 39.29
[Subscription_17] Feature_4 -> Value: 97.18
[Subscription_19] Feature_4 -> Value: 17.6
[Subscription_8] Feature_4 -> Value: 63.11
[Subscription_14] Feature_3 -> Value: 64.91
[Subscription_20] Feature_4 -> Value: 83.97
[Subscription_7] Feature_3 -> Value: 34.44
[Subscription_13] Feature_1 -> Value: 11.18
[Subscription_1] Feature_3 -> Value: 0.67
[Subscription_10] Feature_4 -> Value: 96.11
[Subscription_18] Feature_5 -> Value: 9.8
[Subscription_4] Feature_4 -> Value: 99.92
[Subscription_16] Feature_3 -> Value: 83.26
[Subscription_2] Feature_1 -> Value: 26.09
[Subscription_12] Feature_1 -> Value: 12.49
[Subscription_9] Feature_3 -> Value: 71.81
[Subscription_17] Feature_5 -> Value: 39.77
[Subscription_8] Feature_5 -> Value: 1.49
[Subscription_3] Feature_5 -> Value: 38.35
[Subscription_14] Feature_4 -> Value: 6.81
[Subscription_11] Feature_3 -> Value: 1.18
[Subscription_19] Feature_5 -> Value: 52.86
[Subscription_1] Feature_4 -> Value: 74.14
[Subscription_5] Feature_3 -> Value: 89.62
[Subscription_4] Feature_5 -> Value: 5.99
[Subscription_6] Feature_2 -> Value: 30.92
[Subscription_2] Feature_2 -> Value: 98.47
[Subscription_15] Feature_4 -> Value: 83.07
[Subscription_12] Feature_2 -> Value: 71.86
[Subscription_8] Feature_1 -> Value: 34.32
[Subscription_3] Feature_1 -> Value: 4.4
[Subscription_16] Feature_4 -> Value: 54.32
[Subscription_20] Feature_5 -> Value: 43.67
[Subscription_7] Feature_4 -> Value: 72.12
[Subscription_13] Feature_2 -> Value: 16.16
[Subscription_10] Feature_5 -> Value: 84.69
[Subscription_18] Feature_1 -> Value: 47.09
[Subscription_5] Feature_4 -> Value: 37.56
[Subscription_2] Feature_3 -> Value: 80.4
[Subscription_15] Feature_5 -> Value: 28.11
[Subscription_9] Feature_4 -> Value: 61.47
[Subscription_17] Feature_1 -> Value: 60.63
[Subscription_19] Feature_1 -> Value: 83.67
[Subscription_8] Feature_2 -> Value: 94.86
[Subscription_4] Feature_1 -> Value: 40.13
[Subscription_14] Feature_5 -> Value: 25.76
[Subscription_16] Feature_5 -> Value: 43.71
[Subscription_20] Feature_1 -> Value: 71.68
[Subscription_11] Feature_4 -> Value: 62.29
[Subscription_12] Feature_3 -> Value: 86.53
[Subscription_1] Feature_5 -> Value: 60.91
[Subscription_10] Feature_1 -> Value: 47.68
[Subscription_5] Feature_5 -> Value: 15.85
[Subscription_6] Feature_3 -> Value: 89.18
[Subscription_9] Feature_5 -> Value: 33.47
[Subscription_19] Feature_2 -> Value: 38.84
[Subscription_3] Feature_2 -> Value: 63.4
[Subscription_4] Feature_2 -> Value: 0.18
[Subscription_2] Feature_4 -> Value: 77.47
[Subscription_15] Feature_1 -> Value: 92.71
[Subscription_7] Feature_5 -> Value: 78.51
[Subscription_13] Feature_3 -> Value: 83.58
[Subscription_1] Feature_1 -> Value: 75.8
[Subscription_18] Feature_2 -> Value: 78.9
[Subscription_8] Feature_3 -> Value: 28.98
[Subscription_14] Feature_1 -> Value: 70.57
[Subscription_20] Feature_2 -> Value: 45.28
[Subscription_9] Feature_1 -> Value: 74.31
[Subscription_17] Feature_2 -> Value: 39.12
[Subscription_16] Feature_1 -> Value: 5.35
[Subscription_6] Feature_4 -> Value: 52.64
[Subscription_15] Feature_2 -> Value: 83.1
[Subscription_11] Feature_5 -> Value: 1.56
[Subscription_12] Feature_4 -> Value: 94.56
[Subscription_10] Feature_2 -> Value: 45.09
[Subscription_1] Feature_2 -> Value: 17.47
[Subscription_18] Feature_3 -> Value: 29.9
[Subscription_5] Feature_1 -> Value: 80.12
[Subscription_4] Feature_3 -> Value: 22.15
[Subscription_14] Feature_2 -> Value: 64.19
[Subscription_2] Feature_5 -> Value: 63.4
[Subscription_20] Feature_3 -> Value: 24.95
[Subscription_7] Feature_1 -> Value: 64.95
[Subscription_17] Feature_3 -> Value: 13.87
[Subscription_19] Feature_3 -> Value: 3.21
[Subscription_3] Feature_3 -> Value: 70.2
[Subscription_16] Feature_2 -> Value: 65.1
[Subscription_15] Feature_3 -> Value: 50.92
[Subscription_11] Feature_1 -> Value: 2.13
[Subscription_12] Feature_5 -> Value: 2.47
[Subscription_13] Feature_4 -> Value: 85.62
[Subscription_9] Feature_2 -> Value: 31.97
[Subscription_8] Feature_4 -> Value: 47.87
[Subscription_14] Feature_3 -> Value: 48.22
[Subscription_6] Feature_5 -> Value: 57.77
[Subscription_20] Feature_4 -> Value: 91.8
[Subscription_2] Feature_1 -> Value: 18.58
[Subscription_7] Feature_2 -> Value: 4.73
[Subscription_18] Feature_4 -> Value: 48.95
[Subscription_5] Feature_2 -> Value: 78.2
[Subscription_4] Feature_4 -> Value: 9.66
[Subscription_11] Feature_2 -> Value: 45.1
[Subscription_9] Feature_3 -> Value: 59.95
[Subscription_17] Feature_4 -> Value: 6.66
[Subscription_10] Feature_3 -> Value: 25.63
[Subscription_1] Feature_3 -> Value: 72.69
[Subscription_3] Feature_4 -> Value: 77.66
[Subscription_14] Feature_4 -> Value: 52.89
[Subscription_16] Feature_3 -> Value: 80.13
[Subscription_2] Feature_2 -> Value: 83.37
[Subscription_12] Feature_1 -> Value: 0.69
[Subscription_7] Feature_3 -> Value: 89.19
[Subscription_19] Feature_4 -> Value: 11.7
[Subscription_5] Feature_3 -> Value: 2.64
[Subscription_6] Feature_1 -> Value: 21.63
[Subscription_20] Feature_5 -> Value: 61.17
[Subscription_15] Feature_4 -> Value: 20.76
[Subscription_13] Feature_5 -> Value: 98.44
[Subscription_1] Feature_4 -> Value: 71.94
[Subscription_8] Feature_5 -> Value: 64.88
[Subscription_3] Feature_5 -> Value: 27.33
[Subscription_2] Feature_3 -> Value: 49.2
[Subscription_19] Feature_5 -> Value: 60.17
[Subscription_10] Feature_4 -> Value: 88.85
[Subscription_18] Feature_5 -> Value: 33.83
[Subscription_5] Feature_4 -> Value: 17.07
[Subscription_4] Feature_5 -> Value: 52.3
[Subscription_14] Feature_5 -> Value: 78.02
[Subscription_16] Feature_4 -> Value: 79.24
[Subscription_11] Feature_3 -> Value: 14.05
[Subscription_12] Feature_2 -> Value: 76.78
[Subscription_9] Feature_4 -> Value: 38.67
[Subscription_17] Feature_5 -> Value: 25.47
[Subscription_1] Feature_5 -> Value: 97.87
[Subscription_3] Feature_1 -> Value: 51.16
[Subscription_6] Feature_2 -> Value: 25.17
[Subscription_20] Feature_1 -> Value: 48.73
[Subscription_7] Feature_4 -> Value: 65.38
[Subscription_10] Feature_5 -> Value: 0.91
[Subscription_16] Feature_5 -> Value: 14.92
[Subscription_15] Feature_5 -> Value: 60.06
[Subscription_2] Feature_4 -> Value: 73.25
[Subscription_13] Feature_1 -> Value: 36.26
[Subscription_9] Feature_5 -> Value: 42.1
[Subscription_19] Feature_1 -> Value: 47.27
[Subscription_8] Feature_1 -> Value: 91.43
[Subscription_1] Feature_1 -> Value: 10.39
[Subscription_3] Feature_2 -> Value: 0.6
[Subscription_4] Feature_1 -> Value: 61.78
[Subscription_14] Feature_1 -> Value: 9.74
[Subscription_6] Feature_3 -> Value: 8.7
[Subscription_20] Feature_2 -> Value: 8.53
[Subscription_17] Feature_1 -> Value: 11.22
[Subscription_18] Feature_1 -> Value: 68.18
[Subscription_10] Feature_1 -> Value: 76.0
[Subscription_5] Feature_5 -> Value: 8.79
[Subscription_15] Feature_1 -> Value: 29.14
[Subscription_2] Feature_5 -> Value: 60.1
[Subscription_11] Feature_4 -> Value: 72.87
[Subscription_12] Feature_3 -> Value: 70.48
[Subscription_7] Feature_5 -> Value: 1.21
[Subscription_3] Feature_3 -> Value: 85.34
[Subscription_4] Feature_2 -> Value: 42.11
[Subscription_20] Feature_3 -> Value: 29.52
[Subscription_13] Feature_2 -> Value: 38.81
[Subscription_19] Feature_2 -> Value: 52.67
[Subscription_8] Feature_2 -> Value: 26.56
[Subscription_1] Feature_2 -> Value: 45.54
[Subscription_5] Feature_1 -> Value: 88.11
[Subscription_14] Feature_2 -> Value: 19.7
[Subscription_16] Feature_1 -> Value: 8.01
[Subscription_15] Feature_2 -> Value: 78.71
[Subscription_12] Feature_4 -> Value: 26.3
[Subscription_7] Feature_1 -> Value: 65.3
[Subscription_9] Feature_1 -> Value: 84.78
[Subscription_17] Feature_2 -> Value: 36.73
[Subscription_18] Feature_2 -> Value: 24.79
[Subscription_3] Feature_4 -> Value: 69.91
[Subscription_6] Feature_4 -> Value: 75.44
[Subscription_2] Feature_1 -> Value: 23.26
[Subscription_20] Feature_4 -> Value: 65.27
[Subscription_13] Feature_3 -> Value: 4.41
[Subscription_19] Feature_3 -> Value: 77.82
[Subscription_10] Feature_2 -> Value: 43.8
[Subscription_4] Feature_3 -> Value: 94.23
[Subscription_11] Feature_5 -> Value: 36.03
[Subscription_12] Feature_5 -> Value: 14.0
[Subscription_7] Feature_2 -> Value: 0.83
[Subscription_1] Feature_3 -> Value: 63.29
[Subscription_5] Feature_2 -> Value: 10.54
[Subscription_3] Feature_5 -> Value: 18.72
[Subscription_13] Feature_4 -> Value: 95.55
[Subscription_9] Feature_2 -> Value: 65.44
[Subscription_17] Feature_3 -> Value: 79.69
[Subscription_18] Feature_3 -> Value: 37.2
[Subscription_8] Feature_3 -> Value: 35.77
[Subscription_4] Feature_4 -> Value: 27.3
[Subscription_14] Feature_3 -> Value: 32.09
[Subscription_16] Feature_2 -> Value: 15.07
[Subscription_6] Feature_5 -> Value: 99.13
[Subscription_15] Feature_3 -> Value: 16.79
[Subscription_2] Feature_2 -> Value: 8.32
[Subscription_20] Feature_5 -> Value: 98.57
[Subscription_7] Feature_3 -> Value: 74.04
[Subscription_1] Feature_4 -> Value: 1.12
[Subscription_5] Feature_3 -> Value: 12.5
[Subscription_11] Feature_1 -> Value: 76.4
[Subscription_13] Feature_5 -> Value: 93.4
[Subscription_17] Feature_4 -> Value: 89.59
[Subscription_19] Feature_4 -> Value: 54.75
[Subscription_10] Feature_3 -> Value: 51.89
[Subscription_3] Feature_1 -> Value: 56.0
[Subscription_6] Feature_1 -> Value: 19.29
[Subscription_15] Feature_4 -> Value: 26.47
[Subscription_12] Feature_1 -> Value: 56.13
[Subscription_7] Feature_4 -> Value: 98.18
[Subscription_18] Feature_4 -> Value: 27.58
[Subscription_8] Feature_4 -> Value: 3.05
[Subscription_4] Feature_5 -> Value: 94.74
[Subscription_16] Feature_3 -> Value: 22.31
[Subscription_11] Feature_2 -> Value: 76.02
[Subscription_13] Feature_1 -> Value: 85.71
[Subscription_9] Feature_3 -> Value: 14.28
[Subscription_10] Feature_4 -> Value: 49.86
[Subscription_5] Feature_4 -> Value: 13.5
[Subscription_14] Feature_4 -> Value: 49.23
[Subscription_2] Feature_3 -> Value: 94.25
[Subscription_20] Feature_1 -> Value: 92.16
[Subscription_12] Feature_2 -> Value: 50.82
[Subscription_7] Feature_5 -> Value: 49.31
[Subscription_17] Feature_5 -> Value: 1.69
[Subscription_19] Feature_5 -> Value: 57.52
[Subscription_1] Feature_5 -> Value: 65.41
[Subscription_4] Feature_1 -> Value: 0.04
[Subscription_6] Feature_2 -> Value: 94.26
[Subscription_15] Feature_5 -> Value: 0.04
[Subscription_11] Feature_3 -> Value: 94.13
[Subscription_13] Feature_2 -> Value: 20.55
[Subscription_5] Feature_5 -> Value: 5.75
[Subscription_3] Feature_2 -> Value: 63.02
[Subscription_14] Feature_5 -> Value: 43.46
[Subscription_9] Feature_4 -> Value: 89.27
[Subscription_7] Feature_1 -> Value: 79.88
[Subscription_18] Feature_5 -> Value: 67.03
[Subscription_8] Feature_5 -> Value: 38.98
[Subscription_4] Feature_2 -> Value: 97.03
[Subscription_16] Feature_4 -> Value: 68.3
[Subscription_2] Feature_4 -> Value: 70.57
[Subscription_10] Feature_5 -> Value: 0.98
[Subscription_14] Feature_1 -> Value: 79.66
[Subscription_11] Feature_4 -> Value: 90.88
[Subscription_20] Feature_2 -> Value: 46.01
[Subscription_12] Feature_3 -> Value: 91.31
[Subscription_13] Feature_3 -> Value: 73.5
[Subscription_7] Feature_2 -> Value: 10.95
[Subscription_17] Feature_1 -> Value: 25.56
[Subscription_19] Feature_1 -> Value: 13.41
[Subscription_18] Feature_1 -> Value: 93.52
[Subscription_8] Feature_1 -> Value: 44.63
[Subscription_1] Feature_1 -> Value: 20.24
[Subscription_3] Feature_3 -> Value: 10.27
[Subscription_4] Feature_3 -> Value: 45.51
[Subscription_6] Feature_3 -> Value: 58.12
[Subscription_15] Feature_1 -> Value: 61.34
[Subscription_5] Feature_1 -> Value: 39.62
[Subscription_16] Feature_5 -> Value: 15.0
[Subscription_11] Feature_5 -> Value: 95.42
[Subscription_12] Feature_4 -> Value: 98.35
[Subscription_13] Feature_4 -> Value: 5.98
[Subscription_9] Feature_5 -> Value: 35.85
[Subscription_17] Feature_2 -> Value: 82.85
[Subscription_18] Feature_2 -> Value: 37.93
[Subscription_1] Feature_2 -> Value: 76.49
[Subscription_8] Feature_2 -> Value: 64.19
[Subscription_10] Feature_1 -> Value: 53.52
[Subscription_14] Feature_2 -> Value: 24.79
[Subscription_2] Feature_5 -> Value: 78.03
[Subscription_7] Feature_3 -> Value: 20.29
[Subscription_19] Feature_2 -> Value: 32.06
[Subscription_3] Feature_4 -> Value: 38.9
[Subscription_6] Feature_4 -> Value: 17.61
[Subscription_15] Feature_2 -> Value: 92.49
[Subscription_20] Feature_3 -> Value: 50.09
[Subscription_12] Feature_5 -> Value: 62.01
[Subscription_1] Feature_3 -> Value: 3.53
[Subscription_10] Feature_2 -> Value: 26.2
[Subscription_4] Feature_4 -> Value: 42.64
[Subscription_14] Feature_3 -> Value: 86.07
[Subscription_2] Feature_1 -> Value: 77.32
[Subscription_13] Feature_5 -> Value: 30.1
[Subscription_9] Feature_1 -> Value: 84.67
[Subscription_18] Feature_3 -> Value: 67.99
[Subscription_5] Feature_2 -> Value: 97.14
[Subscription_3] Feature_5 -> Value: 91.61
[Subscription_16] Feature_1 -> Value: 72.51
[Subscription_11] Feature_1 -> Value: 98.44
[Subscription_12] Feature_1 -> Value: 56.0
[Subscription_17] Feature_3 -> Value: 32.73
[Subscription_10] Feature_3 -> Value: 84.24[Subscription_8] Feature_3 -> Value: 70.69
[Subscription_1] Feature_4 -> Value: 87.55

[Subscription_14] Feature_4 -> Value: 71.32
[Subscription_15] Feature_3 -> Value: 74.99
[Subscription_20] Feature_4 -> Value: 46.06
[Subscription_13] Feature_1 -> Value: 63.75
[Subscription_7] Feature_4 -> Value: 38.84
[Subscription_19] Feature_3 -> Value: 59.07
[Subscription_4] Feature_5 -> Value: 96.36
[Subscription_16] Feature_2 -> Value: 90.91
[Subscription_6] Feature_5 -> Value: 5.09
[Subscription_2] Feature_2 -> Value: 33.2
[Subscription_17] Feature_4 -> Value: 64.91
[Subscription_18] Feature_4 -> Value: 22.13
[Subscription_1] Feature_5 -> Value: 71.01
[Subscription_10] Feature_4 -> Value: 53.77
[Subscription_14] Feature_5 -> Value: 17.52
[Subscription_9] Feature_2 -> Value: 3.14
[Subscription_7] Feature_5 -> Value: 11.74
[Subscription_8] Feature_4 -> Value: 62.93
[Subscription_5] Feature_3 -> Value: 77.85
[Subscription_3] Feature_1 -> Value: 76.15
[Subscription_4] Feature_1 -> Value: 34.05
[Subscription_11] Feature_2 -> Value: 34.34
[Subscription_12] Feature_2 -> Value: 82.78
[Subscription_13] Feature_2 -> Value: 46.54
[Subscription_1] Feature_1 -> Value: 24.95
[Subscription_10] Feature_5 -> Value: 97.15
[Subscription_6] Feature_1 -> Value: 64.55
[Subscription_15] Feature_4 -> Value: 56.95
[Subscription_20] Feature_5 -> Value: 50.1
[Subscription_9] Feature_3 -> Value: 52.86
[Subscription_7] Feature_1 -> Value: 11.54
[Subscription_19] Feature_4 -> Value: 0.77
[Subscription_16] Feature_3 -> Value: 31.54
[Subscription_14] Feature_1 -> Value: 42.04
[Subscription_2] Feature_3 -> Value: 26.62
[Subscription_11] Feature_3 -> Value: 36.03
[Subscription_17] Feature_5 -> Value: 29.65
[Subscription_18] Feature_5 -> Value: 82.49
[Subscription_5] Feature_4 -> Value: 45.41
[Subscription_1] Feature_2 -> Value: 7.4
[Subscription_10] Feature_1 -> Value: 49.51
[Subscription_15] Feature_5 -> Value: 10.44
[Subscription_13] Feature_3 -> Value: 17.56
[Subscription_8] Feature_5 -> Value: 30.92
[Subscription_3] Feature_2 -> Value: 40.52
[Subscription_4] Feature_2 -> Value: 68.92
[Subscription_16] Feature_4 -> Value: 54.69
[Subscription_20] Feature_1 -> Value: 59.29
[Subscription_2] Feature_4 -> Value: 54.12
[Subscription_11] Feature_4 -> Value: 18.11
[Subscription_12] Feature_3 -> Value: 76.24
[Subscription_9] Feature_4 -> Value: 32.12
[Subscription_7] Feature_2 -> Value: 37.57
[Subscription_18] Feature_1 -> Value: 28.64
[Subscription_6] Feature_2 -> Value: 28.54
[Subscription_15] Feature_1 -> Value: 94.89
[Subscription_19] Feature_5 -> Value: 92.83
[Subscription_5] Feature_5 -> Value: 97.99
[Subscription_14] Feature_2 -> Value: 31.98
[Subscription_2] Feature_5 -> Value: 75.0
